,Unnamed: 0,Unnamed: 0.1,team,points,players,date_start
31,31.0,31.0,['WINDINGO'],['(8 points)'],"['DILLION1', 'restikk', 'PREDI', 'FRANAR', 'bichop']",24/10/2022
32,32.0,32.0,['Furious'],['(5 points)'],"['Andrew', 'peqexino', 'KAISER', 'laser', 'ABM']",24/10/2022
33,33.0,33.0,['FUSION'],['(5 points)'],"['KUN', 'BK1', '182', 'naz']",24/10/2022
34,34.0,34.0,['River Plate'],['(5 points)'],"['maxxkor', 'guishu', 'aw0kenn', 'gon']",24/10/2022
35,35.0,35.0,['9z Academy'],['(5 points)'],"['juaniv', 'relentless', 'FURQE', 'ivz', 'HUASOPEEK']",24/10/2022
36,36.0,36.0,['Boca Juniors'],['(4 points)'],"['MRN1', 'elemeNt', 'lenci', 'Hezz', 'alexer']",24/10/2022
37,37.0,37.0,['FURIA'],['(369 points)'],"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']",24/10/2022
38,38.0,38.0,['Imperial'],['(168 points)'],"['FalleN', 'fer', 'boltz', 'chelo', 'VINI']",24/10/2022
39,39.0,39.0,['paiN'],['(156 points)'],"['PKL', 'hardzao', 'biguzera', 'skullz', 'zevy']",24/10/2022
40,40.0,40.0,['MIBR'],['(103 points)'],"['HEN1', 'exit', 'Tuurtle', 'JOTA', 'brnz4n']",24/10/2022
41,41.0,41.0,['00NATION'],['(94 points)'],"['coldzera', 'TACO', 'dumau', 'latto', 'try']",24/10/2022
42,42.0,42.0,['Fluxo'],['(86 points)'],"['felps', 'WOOD7', 'vsm', 'Lucaozy', 'lux']",24/10/2022
43,43.0,43.0,['TeamOne'],['(62 points)'],"['Maluk3', 'iDk', 'trk', 'malbsMd', 'pesadelo']",24/10/2022
44,44.0,44.0,['O PLANO'],['(23 points)'],"['kNgV-', 'caike', 'piriaz1n']",24/10/2022
45,45.0,45.0,['ARCTIC'],['(20 points)'],"['ponter', 'MaLLby', 'ninjaZ', 'short', 'history']",24/10/2022
46,46.0,46.0,['Sharks'],['(19 points)'],"['jnt', 'drg', 'n1ssim', 'chay', 'togs']",24/10/2022
47,47.0,47.0,['Sojoga'],['(18 points)'],"['land1n', 'dzt', 'prt', 'mawth', 'tatazin']",24/10/2022
48,48.0,48.0,['Paquetá'],['(16 points)'],"['DeStiNy', 'ALLE', 'xns', 'Gafolo', 'venomzera']",24/10/2022
49,49.0,49.0,['ODDIK'],['(10 points)'],"['remix', 'naitte', 'vLa', 'RICIOLI', 'r1see']",24/10/2022
50,50.0,50.0,['Daotsu'],['(10 points)'],"['Demonos', 'r4ul', 'detr0ittJ', 'voltera', 'fREQ']",24/10/2022
51,51.0,51.0,['FURIA Academy'],['(8 points)'],"['zmb', 'kauez', 'decenty', 'Bruninho', 'koala']",24/10/2022
52,52.0,52.0,['INTZ'],['(8 points)'],"['w1', 'TEKO', 'Leomonster', 'desh', 'BobZ']",24/10/2022
53,53.0,53.0,['Meta BR'],['(8 points)'],"['dok', 'abr', 'CutzMeretz', 'supLex', 'Alisson']",24/10/2022
54,54.0,54.0,['The Union'],['(8 points)'],"['DANVIET', 'nolkz', 'roz', 'Lcm', 'gbb']",24/10/2022
55,55.0,55.0,['Rehl'],['(7 points)'],"['BRNZ1K', 'DebornY', 'kurg4n', 'phx', 'gh']",24/10/2022
56,56.0,56.0,['Corinthians'],['(6 points)'],"['zqkS', 'SHOOWTiME', 'delboNi']",24/10/2022
57,57.0,57.0,['MIBR Academy'],['(5 points)'],"['card', 'lub', 'beg0d', 'insani', 'spinnie']",24/10/2022
58,58.0,58.0,['Liberty'],['(4 points)'],"['brokeN', 'mtsGOD', 'rdnzao', 'Lich', 'nyezin']",24/10/2022
59,59.0,59.0,['Redragon'],['(4 points)'],"['fp1', 'fbz', 'souz4h']",24/10/2022
60,60.0,60.0,['SWS'],['(3 points)'],"['lineko', 'stainzin', 'bsd', 'CSO', 'mxa']",24/10/2022
61,61.0,61.0,['B4 Academy'],['(3 points)'],"['ksloks', 'luiz9ra', 'MTGG', 'lcf', 'ritz']",24/10/2022
62,62.0,62.0,['Los Grandes Academy'],['(3 points)'],"['mAThx', 'puni', 'suNday', 'perez']",24/10/2022
63,63.0,63.0,['Corinthians Academy'],['(3 points)'],"['will1zera', 'bnc', 'tkl', 'fetixe', 'cerolzin']",24/10/2022
64,64.0,64.0,['B4 fe'],['(3 points)'],"['goddess', 'julih', 'nani', 'poppins', 'yungher']",24/10/2022
65,65.0,65.0,['FURIA fe'],['(2 points)'],"['Olga', 'GaBi', 'izaa', 'kaah', 'mari']",24/10/2022
66,66.0,66.0,['AJF'],['(2 points)'],"['MITHPUTTINI', 'Haz4rt', 'Timothyo', 'urban0', 'r3kt']",24/10/2022
67,67.0,67.0,['ex-SKADE'],['(24 points)'],"['dream3r', 'SHiPZ', 'dennyslaw', 'Rainwaker']",24/10/2022
68,68.0,68.0,['NeedDOCTOR'],['(11 points)'],"['niki1', 'blocker', 'Patrick', 'Duplicate', 'mkay']",24/10/2022
69,69.0,69.0,['Beyond Possible'],['(6 points)'],"['Rock1nG', 'SPELLAN', 'SAIKY', 'rafftu', 'viltrex']",24/10/2022
70,70.0,70.0,['ECLOT'],['(29 points)'],"['Valencio', 'K1-FiDa', 'capseN', 'nbqq', 'Dytor']",24/10/2022
71,71.0,71.0,['SINNERS'],['(28 points)'],"['Zero', 'ZEDKO', 'beastik', 'SHOCK', 'forsyy']",24/10/2022
72,72.0,72.0,['eSuba'],['(21 points)'],"['Pechyn', 'luko', 'Blogg1s', 'Levi', 'M1key']",24/10/2022
73,73.0,73.0,['Entropiq Prague'],['(13 points)'],"['AJTT', 'leckr', 'sesL', 'MoriiSko', 'xicoz']",24/10/2022
74,74.0,74.0,['Cryptova'],['(9 points)'],"['zyored', 'MAXX', 'kinzo', 'bery', 'PR']",24/10/2022
75,75.0,75.0,['Heroic'],['(442 points)'],"['cadiaN', 'stavn', 'TeSeS', 'sjuush', 'jabbi']",24/10/2022
76,76.0,76.0,['Astralis'],['(235 points)'],"['Xyp9x', 'gla1ve', 'Farlig', 'blameF', 'MistR']",24/10/2022
77,77.0,77.0,['Sprout'],['(84 points)'],"['refrezh', 'slaxz-', 'Zyphon', 'Staehr', 'lauNX']",24/10/2022
78,78.0,78.0,['Tricked'],['(34 points)'],"['Nodios', 'kwezz', 'Lucky', 'IceBerg', 'PR1mE']",24/10/2022
79,79.0,79.0,['Copenhagen Flames'],['(28 points)'],"['raalz', 'b0RUP', 'TMB', 'birdfromsky', 'regali']",24/10/2022
80,80.0,80.0,['ECSTATIC'],['(26 points)'],"['Queenix', 'maNkz', 'Cabbi', 'brzer', 'kraghen']",24/10/2022
81,81.0,81.0,['MASONIC'],['(25 points)'],"['notaN', 'Tauson', 'J3nsyy', 'Anlelele', 'Buzz']",24/10/2022
82,82.0,82.0,['Astralis Talent'],['(17 points)'],"['Kristou', 'Patti', 'Altekz', 'br0', 'jarko']",24/10/2022
83,83.0,83.0,['Atlantic'],['(13 points)'],"['NoProblemGuy', 'kroK', 'salazar', 'oJay', 'Zanto']",24/10/2022
84,84.0,84.0,['CEPTER'],['(12 points)'],"['smF', 'mupzG', 'Basso', 'Twinx', 'Gnøffe']",24/10/2022
85,85.0,85.0,['Sashi'],['(11 points)'],"['alexsomfan', 'Ryxxo', 'vester', 'Ming0']",24/10/2022
86,86.0,86.0,['Flames Ascent'],['(8 points)'],"['FeZ', 'buNNy', 'Speedy', 'Hansi', 'Inspire']",24/10/2022
87,87.0,87.0,['Brøndby'],['(7 points)'],"['mad0', 'f1skereN', 'foam', 'nut nut', 'Dengzoe']",24/10/2022
88,88.0,88.0,['struggletony'],['(4 points)'],"['holzt', 'tmL', 'VigzZ', 'CeyL', 'wAGNR']",24/10/2022
89,89.0,89.0,['Flames Shieldmaidens'],['(0 points)'],"['Qiyarah', 'Nayomy', 'josefine', 'ramziiN', 'nayay']",24/10/2022
90,90.0,90.0,['HAVU'],['(18 points)'],"['zehN', 'Aerial', 'xseveN', 'doto', 'spargo']",24/10/2022
91,91.0,91.0,['ENCE Academy'],['(8 points)'],"['S1rva', 'HENU', 'juissi', 'myltsi', 'podi']",24/10/2022
92,92.0,92.0,['JANO'],['(6 points)'],"['allu', 'ZOREE', 'sLowi', 'arvid', 'ottob']",24/10/2022
93,93.0,93.0,['KOVA'],['(2 points)'],"['uli', 'ottoNd', 'zks', 'Sm1llee', 'Airax']",24/10/2022
94,94.0,94.0,['Conquer'],['(1 points)'],"['eDi', 'Elfern', 'Choco', 'LYNXi', 'Jelo']",24/10/2022
95,95.0,95.0,['HEET'],['(70 points)'],"['JACKZ', 'bodyy', 'Djoko', 'Ex3rcice', 'afro']",24/10/2022
96,96.0,96.0,['Falcons'],['(47 points)'],"['NBK-', 'hAdji', 'Maka', 'misutaaa', 'Python']",24/10/2022
97,97.0,97.0,['LDLC'],['(18 points)'],"['AMANEK', 'Diviiii', 'Snobling', 'Graviti', 'Brooxsy']",24/10/2022
98,98.0,98.0,['GenOne'],['(13 points)'],"['SIXER', 'wasiNk', 'jeyN', 'Nono2K', 'NeOo']",24/10/2022
99,99.0,99.0,['Ambush'],['(5 points)'],"['devoduvek', 'Gringo', 'SoneSb']",24/10/2022
100,100.0,100.0,['Exalty'],['(1 points)'],"['xerus', 'POWELS', 'vARKA']",24/10/2022
101,101.0,101.0,['BIG'],['(182 points)'],"['tabseN', 'syrsoN', 'k1to', 'Krimbo', 's1n']",24/10/2022
102,102.0,102.0,['BIG Academy'],['(19 points)'],"['tiziaN', 'prosus', 'skyye', 'Aqua', 'hyped']",24/10/2022
103,103.0,103.0,['ALTERNATE aTTaX'],['(14 points)'],"['PerX', 'awzek', 'pdy', 'PANIX', 'FreeZe']",24/10/2022
104,104.0,104.0,['SNOGARD Dragons'],['(4 points)'],"['ND', 'glaVed', 'NIKZEj', 'LapeX', 'pr1metapz']",24/10/2022
105,105.0,105.0,['cowana'],['(2 points)'],"['Spiidi', 'denis', 'stfN', 'kolor', 'Thomas']",24/10/2022
106,106.0,106.0,['SSP'],['(1 points)'],"['farmaG', 'Orbit', 'Sw1ft', 'Spexy', 'Cl34v3rs']",24/10/2022
107,107.0,107.0,['Bad News Eagles'],['(107 points)'],"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']",24/10/2022
108,108.0,108.0,['Illyrians'],['(8 points)'],"['HYPERI1', 'connex', 'ammar', 'Dinsanety', 'fenrir']",24/10/2022
109,109.0,109.0,['X'],['(7 points)'],"['gejmzilla', 'cerber', 'deb0', 'v1w']",24/10/2022
110,110.0,110.0,['BLINK'],['(6 points)'],"['gulito', 'vAloN', 'BledarD', 'Caleyy', 'krabeni']",24/10/2022
111,111.0,111.0,['SKADE X'],['(9 points)'],"['truth', 'Marcelious', 'Jimbo', 'Grus', 'LaX']",24/10/2022
112,112.0,112.0,['777'],['(8 points)'],"['akez', 'H4RR3', 'mikki', 'SLY', 'Trax']",24/10/2022
113,113.0,113.0,['Apeks Rebels'],['(2 points)'],"['sense', 'vhw', 'berzerk', 'Brave', 'Tapewaare']",24/10/2022
114,114.0,114.0,['9INE'],['(56 points)'],"['SZPERO', 'mynio', 'Goofy', 'KEi', 'Kylar']",24/10/2022
115,115.0,115.0,['HONORIS'],['(23 points)'],"['TaZ', 'reiko', 'Sobol', 'Grashog', 'SaMey']",24/10/2022
116,116.0,116.0,['Illuminar'],['(22 points)'],"['reatz', 'morelz', 'EXUS', 'TOAO', 'mASKED']",24/10/2022
117,117.0,117.0,['AGO'],['(20 points)'],"['Furlan', 'leman', 'snatchie', 'phr', 'jedqr']",24/10/2022
118,118.0,118.0,['PALOMA'],['(18 points)'],"['iso', 'casey', 'Layner', 'olimp', 'sNx']",24/10/2022
119,119.0,119.0,['PACT'],['(13 points)'],"['lunAtic', 'azizz', 'fr3nd', 'bnox', 'b1elany']",24/10/2022
120,120.0,120.0,['los kogutos'],['(12 points)'],"['Enzo', 'darchevile', 'tomiko', 'maaryy', 'mwlky']",24/10/2022
121,121.0,121.0,['UNGENTIUM'],['(9 points)'],"['GruBy', 'ponczek', 'Sidney', 'm4tthi', 'Prism']",24/10/2022
122,122.0,122.0,['Anonymo'],['(9 points)'],"['innocent', 'oskarish', 'Vegi', 'Demho']",24/10/2022
123,123.0,123.0,['AVEZ'],['(8 points)'],"['next1me', 'xenq', 'bonjorno', 'cej0t', 'moonwalk']",24/10/2022
124,124.0,124.0,['PGE Turow'],['(5 points)'],"['darko', 'baljs', 'gRuChA', 'noise', 'kadziu']",24/10/2022
125,125.0,125.0,['ThunderFlash'],['(4 points)'],"['swiz', 'maku', 'pawkoem', 'asran', 'Mride']",24/10/2022
126,126.0,126.0,['NAVI Javelins'],['(1 points)'],"['Liina', 'vicu', 'Hanka', 'Danuu', 'Angelka']",24/10/2022
127,127.0,127.0,['SAW'],['(33 points)'],"['MUTiRiS', 'rmn', 'JUST', 'story', 'ewjerkz']",24/10/2022
128,128.0,128.0,['FTW'],['(23 points)'],"['stadodo', 'DDias', 'arrozdoce', 'suka', 'Ag1l']",24/10/2022
129,129.0,129.0,['BIG EQUIPA'],['(0 points)'],"['D7', 'Zana', 'JennyR', 'Aida']",24/10/2022
130,130.0,130.0,['OneTap'],['(13 points)'],"['GEOHYPE', 'Ciocardau', 'smekk-', 'swiiffter', 'MoDo']",24/10/2022
131,131.0,131.0,['Nexus'],['(9 points)'],"['BTN', 'SEMINTE', 'XELLOW', 'ragga']",24/10/2022
132,132.0,132.0,['allStars'],['(7 points)'],"['hugilago', 'ADRON', 'RENNE', 'l0rd-dll', 'aNdu']",24/10/2022
133,133.0,133.0,['Infinite'],['(5 points)'],"['CHANKY', 'zewts', 'mhN1', 'Ed1m']",24/10/2022
134,134.0,134.0,['Nexus Academy'],['(2 points)'],"['JookerBB', '7kick', 'ReuS', 'fnl']",24/10/2022
135,135.0,135.0,['Ninjas in Pyjamas'],['(335 points)'],"['es3tag', 'REZ', 'hampus', 'Aleksib', 'Brollan']",24/10/2022
136,136.0,136.0,['EYEBALLERS'],['(17 points)'],"['flusha', 'JW', 'Sapec', 'SHiNE', 'Svedjehed']",24/10/2022
137,137.0,137.0,['Young Ninjas'],['(17 points)'],"['ztr', 'eraa', 'nilo', 'adamb', 'maxster']",24/10/2022
138,138.0,138.0,['PROSPECTS'],['(16 points)'],"['AlekS', 'FRANSSON', 'spooke', 'hype', 'bobeksde']",24/10/2022
139,139.0,139.0,['Hotspurs'],['(8 points)'],"['magi', 'flaw', 'MistFire', 'nomiss']",24/10/2022
140,140.0,140.0,['Lilmix'],['(7 points)'],"['quix', 'robiin', 'Jackinho', 'hns', 'bq']",24/10/2022
141,141.0,141.0,['Kappa Bar'],['(3 points)'],"['Bååten', 'HugoXD', 'zen', 'dezon', 'pupcake']",24/10/2022
142,142.0,142.0,['Into the Breach'],['(25 points)'],"['draken', 'RuStY', 'Adam9130', 'CYPHER', 'dobbo']",24/10/2022
143,143.0,143.0,['ROYALS'],['(9 points)'],"['Swaggy', 'entz', 'tvs', 'Dutchy', 'Xavi']",24/10/2022
144,144.0,144.0,['Viperio'],['(9 points)'],"['Ping', 'arTisT', 'Girafffe', 'Gizmy', 'MMS']",24/10/2022
145,145.0,145.0,['BLVKHVND'],['(8 points)'],"['Zulu', 'Frazehh', 'Tadpole', 'Extinct', 'JAUSTERE']",24/10/2022
146,146.0,146.0,['1PIN'],['(7 points)'],"['shyyne', 'leaf', 'Krs7N', 'dox', 'AZUWU']",24/10/2022
147,147.0,147.0,['7AM'],['(5 points)'],"['1Knas', 'LVN', 'Vacancy', 'yz0', 'zyyx']",24/10/2022
148,148.0,148.0,['Legates'],['(1 points)'],"['Atrox', 'Rayman', 'DagThePimple', 'Bigun007', 'K6y']",24/10/2022
149,149.0,149.0,['Cloud9'],['(567 points)'],"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']",24/10/2022
150,150.0,150.0,['Outsiders'],['(411 points)'],"['FL1T', 'Qikert', 'Jame', 'n0rb3r7', 'fame']",24/10/2022
151,151.0,151.0,['Spirit'],['(309 points)'],"['chopper', 'magixx', 's1ren', 'Patsi', 'w0nderful']",24/10/2022
152,152.0,152.0,['1WIN'],['(82 points)'],"['flamie', 'lollipop21k', 'TRAVIS', 'glowiing', 'deko']",24/10/2022
153,153.0,153.0,['Entropiq'],['(58 points)'],"['mir', 'NickelBack', 'Krad', 'Forester']",24/10/2022
154,154.0,154.0,['forZe'],['(57 points)'],"['Jerry', 'zorte', 'shalfey']",24/10/2022
155,155.0,155.0,['K23'],['(30 points)'],"['clax', 'X5G7V', 'Raijin']",24/10/2022
156,156.0,156.0,['Aurora'],['(24 points)'],"['Lack1', 'RAiLWAY', 'sugaR', 'KaiR0N-', 'delus1onn']",24/10/2022
157,157.0,157.0,['ex-TAG'],['(16 points)'],"['SELLTER', 'Get_Jeka', 'faydett', 'FpSSS', 'Synyx']",24/10/2022
158,158.0,158.0,['HOTU'],['(13 points)'],"['Ruler', 'mizu', 'gokushima', 'swiftsteel', 'casE']",24/10/2022
159,159.0,159.0,['9 Pandas'],['(12 points)'],"['seized', 'Porya', 'd1Ledez', 'p1ty', 'TruNiQ']",24/10/2022
160,160.0,160.0,['LF0'],['(8 points)'],"['SP1NT', 'lesswill', 'HUckLer', 'JACKPOT', 'eightz999']",24/10/2022
161,161.0,161.0,['163ON'],['(8 points)'],"['YumsaN', 'FL4MUS', 'sstiNiX', 'sh1ne', 'riskyb0b']",24/10/2022
162,162.0,162.0,['Forward'],['(7 points)'],"['Dosia', 'mou', 'ProbLeM', 'JIaYm', 'xiELO']",24/10/2022
163,163.0,163.0,['VP.Prodigy'],['(4 points)'],"['latt1kk', 'r3salt', 'cheerful', 'lom1k', 'fen2k']",24/10/2022
164,164.0,164.0,['Nigma Galaxy'],['(3 points)'],"['vilga', 'ANa', 'tory', 'twenty3', 'Kat']",24/10/2022
165,165.0,165.0,['MostValuablePlayers'],['(2 points)'],"['f6tal', 'Allurin', 'Potya', 'aimamama', 'manka']",24/10/2022
166,166.0,166.0,['xDDDD'],['(2 points)'],"['PASHANOJ', 'voidex', 'Polt', 'shg', 'ViRESUS']",24/10/2022
167,167.0,167.0,['NOFEAR5'],['(2 points)'],"['utopia', 'Elizabeth', 'Victoria', 'Ksu']",24/10/2022
168,168.0,168.0,['Natus Vincere'],['(636 points)'],"['s1mple', 'electroNic', 'sdy', 'Perfecto', 'b1t']",24/10/2022
169,169.0,169.0,['B8'],['(33 points)'],"['cptkurtka023', 'amster', 'alex666', 'Hkta', 'r1nkle']",24/10/2022
170,170.0,170.0,['IKLA'],['(31 points)'],"['SENSEi', 'byr9', 's4ltovsk1yy', 'j3kie', 'Kvem']",24/10/2022
171,171.0,171.0,['NAVI Junior'],['(11 points)'],"['Dem0N', 'froz1k', 'UNBR0KEN', 'nipl', 'rendY']",24/10/2022
172,172.0,172.0,['Spirit Academy'],['(9 points)'],"['OWNER', 'zont1x', 'donk', 'ArtFr0st', 'baaaaZzz']",24/10/2022
173,173.0,173.0,['LeeK'],['(7 points)'],"['AiyvaN', 'kenzor', 'MERL', 'regi57ar', 'yaph']",24/10/2022
174,174.0,174.0,['Wings Up'],['(73 points)'],"['gas', 'lan', 'B1NGO', 'Martin', 'ChildKing']",24/10/2022
175,175.0,175.0,['Lynn Vision'],['(24 points)'],"['expro', 'Westmelon', 'z4kr', 'Starry', 'Nelly']",24/10/2022
176,176.0,176.0,['Rare Atom'],['(18 points)'],"['advent', 'Kaze', 'JamYoung', 'Mercury', 'Moseyuh']",24/10/2022
177,177.0,177.0,['TYLOO'],['(10 points)'],"['Summer', 'Freeman', 'SLOWLY', 'DANK1NG', 'aristo']",24/10/2022
178,178.0,178.0,['Lord Rabbit'],['(7 points)'],"['rubeN', 'xiaoxizi', 'Risk', 'Wenzy', 'G7h']",24/10/2022
179,179.0,179.0,['DNA'],['(1 points)'],"['k1', 'KenZ', 'ch1py', '0K1N', 'Project90']",24/10/2022
180,180.0,180.0,['IHC'],['(35 points)'],"['kabal', 'sk0R', 'Annihilation', 'bLitz', 'Techno']",24/10/2022
181,181.0,181.0,['ARAVT'],['(12 points)'],"['tamir', 'shinobi', 'controlez', 'fury5k', 'HiHi']",24/10/2022
182,182.0,182.0,['NKT'],['(11 points)'],"['XigN', 'dobu', 'Kntz', 'erkaSt', 'nin9']",24/10/2022
183,183.0,183.0,['Clutch'],['(6 points)'],"['sKINEE', 'IZR', 'clouden', 'starDUST']",24/10/2022
184,184.0,184.0,['Mazaalai'],['(2 points)'],"['Tsogoo', 'ncl', 'PRISM', 'yAmi', 'Senzu']",24/10/2022
185,185.0,185.0,['Renewal'],['(2 points)'],"['NEUZ', 'ROUX', 'xerolte', 'Tugu', 'Attacker']",24/10/2022
186,186.0,186.0,['Grayhound'],['(47 points)'],"['Sico', 'Liazz', 'aliStair', 'INS', 'Vexite']",24/10/2022
187,187.0,187.0,['VERTEX'],['(22 points)'],"['malta', 'BRACE', 'pz', 'ADDICT', 'Forleks']",24/10/2022
188,188.0,188.0,['Encore'],['(8 points)'],"['AZR', 'Gratisfaction', 'sterling', 'hazr', 'SaVage']",24/10/2022
189,189.0,189.0,['Rooster'],['(8 points)'],"['dangeR', 'chelleos', 'asap', 'viridian', 'TjP']",24/10/2022
190,190.0,190.0,['DGG'],['(6 points)'],"['HUGHMUNGUS', 'apocdud', 'zeph', 'yourwombat', 'gump']",24/10/2022
191,191.0,191.0,['Antic'],['(6 points)'],"['Jinxx', 'SkulL', 'rekonz', 'damyo', 'N1ghtraid']",24/10/2022
192,192.0,192.0,['Dynasty'],['(5 points)'],"['Rhyu', 'TRIPLUS', 'AWorks', 'Poccket', 'Coxy']",24/10/2022
193,193.0,193.0,"[""God's Work""]",['(5 points)'],"['SWANKY', 'nibke', 'slipary', 'Froz', 'rzar']",24/10/2022
194,194.0,194.0,['Nut-E'],['(4 points)'],"['mega2f', 'cl0ver', 'Mr Shark', 'supar', 'Velocity']",24/10/2022
195,195.0,195.0,['Warriors'],['(3 points)'],"['ObZen', 'Prodigy', 'kyson', 'callum_murray', 'Drox']",24/10/2022
196,196.0,196.0,['Frontier'],['(3 points)'],"['shrine', 'Sicarius', 'risen', 'svet']",24/10/2022
197,197.0,197.0,['Elemental'],['(1 points)'],"['Reapz', 'isa1ah', 'roryyytrc', 'Word', 'chief']",24/10/2022
198,198.0,198.0,['CAMO'],['(1 points)'],"['PeetyG', 'NikkeZ', 'bogeymanh', 'Kobe', 'CyanideJr']",24/10/2022
199,199.0,199.0,['Liquid'],['(697 points)'],"['nitr0', 'NAF', 'EliGE', 'oSee', 'YEKINDAR']",17/10/2022
200,200.0,200.0,['Nouns'],['(34 points)'],"['JazzPimp', 'cynic', 'Bwills', 'cxzi', 'jeorgesnorts']",17/10/2022
201,201.0,201.0,['EG White'],['(29 points)'],"['djay', 'Jonji', 'ben1337', 'PwnAlone', 'viz']",17/10/2022
202,202.0,202.0,['EG Black'],['(22 points)'],"['RUSH', 'stanislaw', 'Walco', 'wiz', 'chop']",17/10/2022
203,203.0,203.0,['Iron Blood'],['(21 points)'],"['droid', 'shane', 'dare', 'snav', 'intra']",17/10/2022
204,204.0,204.0,['Vendetta'],['(17 points)'],"['Momo', 'consti', 'WOOHOO', 'Tender', 'Pluto']",17/10/2022
205,205.0,205.0,['Victorum'],['(13 points)'],"['SolGoat', 'AtomiK', 'Slugy', 'Drew', 'Izik']",17/10/2022
206,206.0,206.0,['Davenport University'],['(12 points)'],"['swicher', 'CoJoMo', 'Pugg', 'spek', 'corn']",17/10/2022
